epg@query	btv北京频道打狗棍	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel b-name i-name i-name
cookbook@query	王志排骨怎么做	o o b-ingredient i-ingredient o o o
health@query	如何治疗脚气	o o o o b-keyword i-keyword
translation@translation	你好丑用英文怎么说	b-content i-content i-content o b-target i-target o o o
video@query	地心历险记二	b-name i-name i-name i-name i-name i-name
music@play	来一首一生最爱。	o o o b-song i-song i-song i-song o
novel@query	最近好看的小说	o o b-popularity i-popularity o o o
email@reply	替我答复这条邮件	o o o o o o o o
news@play	今天惠州新闻。	b-datetime_date i-datetime_date b-location_city i-location_city o o o
app@launch	camera360	b-name i-name i-name i-name i-name i-name i-name i-name i-name
website@open	现在打开你的官网	o o o o b-name i-name i-name i-name
cookbook@query	干锅排骨怎么做？	b-dishname i-dishname i-dishname i-dishname o o o o
cookbook@query	素烩汤。	b-dishname i-dishname i-dishname o
map@position	龙口西路在哪里	b-location_poi i-location_poi i-location_poi i-location_poi o o o
cookbook@query	瞌睡鱼怎么做？	o o b-ingredient o o o o
stock@riserate_query	中国银行是跌了还是涨了	b-name i-name i-name i-name o o o o o o o
cookbook@query	梅菜扣肉怎么做啊？	b-dishname i-dishname i-dishname i-dishname o o o o o
music@play	放一首其实我介意	o o o b-song i-song i-song i-song i-song
website@open	我要打开百度	o o o o b-name i-name
map@route	帮我看一下到科大讯飞最快的是哪条路线	o o o o o o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi o o o o o o o o
poetry@query	让读一下沁园春雪毛泽东。	o o o o b-name i-name i-name i-name b-author i-author i-author o
cookbook@query	国画怎样做土豆烧鸡块	o o o o o b-dishname i-dishname i-dishname i-dishname i-dishname
video@query	胜女的代价电视剧	b-name i-name i-name i-name i-name b-category i-category i-category
cookbook@query	我想知道皮蛋瘦肉粥是怎么做的	o o o o b-dishname i-dishname i-dishname i-dishname i-dishname o o o o o
train@query	帮我查一下宁波到郑州的火车	o o o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
message@send	发消息给周磊	o o o o b-name i-name
news@play	t我要听新闻。	o o o o o o o
epg@query	上海东方卫视现在在播放什么？	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel b-datetime_time i-datetime_time o o o o o o
epg@query	北京台有什么好电视	b-tvchannel i-tvchannel i-tvchannel o o o o o o
poetry@query	读首唐诗	o o b-dynasty o
cookbook@query	海参怎么做？	b-ingredient i-ingredient o o o o
epg@query	中央一一台有什么节目吗	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o o o
health@query	发烧好吗？	b-keyword i-keyword o o o
poetry@default	给我念首古诗。	o o o o o o o
telephone@query	老马的电话是多少	b-name i-name o o o o o o
poetry@query	那你爸给我背一首唐诗了。	o o o o o o o o b-dynasty o o o
tvchannel@play	北京二台高清	b-name i-name i-name i-name b-resolution i-resolution
video@query	太阳第九集	b-name i-name b-episode i-episode i-episode
poetry@default	帮我找首诗。	o o o o o o
news@play	看一下今天有什么新闻？	o o o b-datetime_date i-datetime_date o o o o o o
epg@query	帮我查找一下今天晚上有什么电视节目？	o o o o o o b-datetime_date i-datetime_date b-datetime_time i-datetime_time o o o o o b-category i-category o
lottery@number_query	上一期双色球开什么	b-relissue i-relissue i-relissue b-name i-name i-name o o o
epg@query	东方高清台的节目单	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o
match@query	中超比赛时间多少啊？	b-category i-category o o o o o o o o
email@reply	我要回复这个邮件	o o o o o o o o
cookbook@query	江苏路红薯粉怎么做好吃？	o o o b-ingredient i-ingredient i-ingredient o o o o o o
cookbook@query	怎么做番茄炒蛋？	o o o b-dishname i-dishname i-dishname i-dishname o
epg@query	今天湖南卫视的电子节目单	b-datetime_date i-datetime_date b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o o o
video@query	半夜不要照镜子	b-name i-name i-name i-name i-name i-name i-name
train@query	湖北荆州到黄石的火车	b-startloc_province i-startloc_province b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
app@launch	打开会说话的汤姆猫	o o b-name i-name i-name i-name i-name i-name i-name
cookbook@query	猪肉灌汤包怎么做？	b-dishname i-dishname i-dishname i-dishname i-dishname o o o o
tvchannel@play	帮我调到安徽卫视	o o o o b-name i-name i-name i-name
news@play	现在看看有最新的新闻吗？	b-datetime_time i-datetime_time o o o b-keyword i-keyword o o o o o
stock@query	阿勋中集集团的股票	o o b-name i-name i-name i-name o o o
cookbook@query	说萝卜怎么做？	o b-ingredient i-ingredient o o o o
cookbook@query	铁板烧怎么做？	b-dishname i-dishname i-dishname o o o o
epg@query	电影频道今天放什么	b-tvchannel i-tvchannel i-tvchannel i-tvchannel b-datetime_date i-datetime_date o o o
flight@query	上海飞往北京的航班	b-startloc_city i-startloc_city o o b-endloc_city i-endloc_city o o o
flight@query	儋州到海口的航班	b-startloc_area i-startloc_area o b-endloc_city i-endloc_city o o o
train@query	帮我查下上海到合肥的火车	o o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
flight@query	大连飞往上海的航班	b-startloc_city i-startloc_city o o b-endloc_city i-endloc_city o o o
map@position	常州在哪	b-location_city i-location_city o o
message@sendcontacts	把千哥的电话号码发给萌萌	o b-name i-name o o o o o o o b-receiver i-receiver
app@launch	给我打开一下qq	o o o o o o b-name i-name
tvchannel@play	游戏竞技频道	b-name i-name i-name i-name i-name i-name
message@send	给陈易云发短消息	o b-name i-name i-name o o o o
website@open	广西新闻网	b-name i-name i-name i-name i-name
cookbook@query	酸菜粉条肉的做法。	b-dishname i-dishname i-dishname i-dishname b-ingredient o o o o
video@query	我要看巴拉小魔仙	o o o b-name i-name i-name i-name i-name
translation@translation	书包用英语怎么说	b-content i-content o b-target i-target o o o
cookbook@query	黄豆猪蹄汤。	b-dishname i-dishname i-dishname i-dishname i-dishname o
app@query	找愤怒的小鸟	o b-name i-name i-name i-name i-name
message@send	给李慧发个短信说我要回家	o b-name i-name o o o o o b-content i-content i-content i-content
telephone@dial	打电话给阿华	o o o o b-name i-name
epg@query	安徽卫视今天晚上放什么？	b-tvchannel i-tvchannel i-tvchannel i-tvchannel b-datetime_date i-datetime_date b-datetime_time i-datetime_time o o o o
train@query	重庆到成都的火车票多少钱	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o o o o
cookbook@query	a排骨怎么做好吃？	o b-ingredient i-ingredient o o o o o o
health@query	怎么治感冒？	o o o b-keyword i-keyword o
riddle@query	你给我说几个谜语。	o o o o o o b-category i-category o
app@launch	打开语音软件	o o b-name i-name o o
epg@query	哪些台在放电影	o o o o o b-category i-category
cookbook@query	白灼基尾虾的做法。	b-dishname i-dishname i-dishname i-dishname i-dishname o o o o
flight@query	帮我查一下杭州到长春的飞机航班	o o o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o o
cookbook@query	鸡蛋怎么炒最好吃？	b-ingredient i-ingredient o o o o o o o
video@query	电影十二生肖	b-category i-category b-name i-name i-name i-name
poetry@query	帮我来一首兰陵王。	o o o o o b-name i-name i-name o
video@query	魔幻电影	b-tag i-tag b-category i-category
flight@query	西昌到成都的航班	b-startloc_area i-startloc_area o b-endloc_city i-endloc_city o o o
video@query	帮我找一找龙门飞甲	o o o o o b-name i-name i-name i-name
cookbook@query	星光做西红柿炒鸡蛋呢！	o o o b-dishname i-dishname i-dishname i-dishname i-dishname i-dishname o o
news@play	查一下今天早上的新闻。	o o o b-datetime_date i-datetime_date b-datetime_time i-datetime_time o o o o
bus@query	从合肥到上海可以到哪坐车？	o b-src i-src o b-dest i-dest o o o o o o o
news@play	今天有什么军事新闻	b-datetime_date i-datetime_date o o o b-category i-category o o
video@query	美国电影破碎之城	b-area i-area b-category i-category b-name i-name i-name i-name
video@query	搜索电影晚秋	o o b-category i-category b-name i-name
cookbook@query	啊，青椒炒蛋。	o o b-dishname i-dishname i-dishname i-dishname o
telephone@dial	给张张打电话	o b-name i-name o o o
flight@query	潍坊到北京机票明天的	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o b-startdate_date i-startdate_date o
bus@query	温州到上海的车。	b-src i-src o b-dest i-dest o o o
poetry@query	来一首白居易的诗	o o o b-author i-author i-author o o
cookbook@query	牛肉怎么烧	b-ingredient i-ingredient o o o
map@route	我去杨家坪该怎么走	o o b-endloc_poi i-endloc_poi i-endloc_poi o o o o
train@query	明天去滁州的火车	b-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o
message@send	给栾佳佳发短信说回到济南了	o b-name i-name i-name o o o o b-content i-content i-content i-content i-content
video@query	爱在旅途	b-name i-name i-name i-name
video@query	魔幻手机	b-name i-name i-name i-name
train@query	查一下合肥到淮南明天的火车	o o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city b-startdate_date i-startdate_date o o o
website@open	打开百度哇	o o b-name i-name o
video@query	生活大爆炸	b-name i-name i-name i-name i-name
epg@query	那中央六台明天演什么节目	o b-tvchannel i-tvchannel i-tvchannel i-tvchannel b-datetime_date i-datetime_date o o o o o
riddle@query	那就来个字谜吧！	o o o o b-category i-category o o
epg@query	什么时候有西游记呢？	o o o o o b-name i-name i-name o o
translation@translation	翻译共产党员	o o b-content i-content i-content i-content
health@query	如何治疗感冒	o o o o b-keyword i-keyword
stock@query	中国石化的股票	b-name i-name i-name i-name o o o
music@play	我要听张雨生的歌。	o o o b-artist i-artist i-artist o o o
flight@query	明天去桂林的航班。	b-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o o
map@route	导航去科大讯飞	o o o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi
cookbook@query	面包怎么做	b-dishname i-dishname o o o
riddle@query	给我讲一个谜语吧！	o o o o o b-category i-category o o
email@send	帮我发邮件给婷婷	o o o o o o b-name i-name
app@launch	打开音乐播放器	o o b-name i-name i-name i-name i-name
train@query	明天到合肥的火车	b-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o
radio@launch	听江苏交通广播网	o b-name i-name i-name i-name i-name i-name o
train@query	从余姚到贵阳的火车票	o b-startloc_area i-startloc_area o b-endloc_city i-endloc_city o o o o
health@query	包皮过长怎么办啊？你。	b-keyword i-keyword i-keyword i-keyword o o o o o o o
flight@query	十月四号从广州到北京的飞机票多少钱	b-startdate_date i-startdate_date i-startdate_date i-startdate_date o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o o o o
riddle@query	你说谜语给我猜。	o o b-category i-category o o o o
cookbook@query	红枣鸡汤怎么煲？	b-dishname i-dishname i-dishname i-dishname o o o o
cookbook@query	拌面该怎么做？	b-dishname i-dishname o o o o o
cookbook@query	鸽子，怎么做最好吃？	b-ingredient i-ingredient o o o o o o o o
app@launch	有道词典	b-name i-name i-name i-name
map@route	从武汉到呼和浩特	o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city i-endloc_city i-endloc_city
cinemas@query	电影搜索啊！	o o o o o o
telephone@dial	打电话给潘立长	o o o o b-name i-name i-name
epg@query	最近下午有什么电影？	o o b-datetime_time i-datetime_time o o o b-category i-category o
email@create	给我写一个新邮件	o o o o o o o o
video@query	要看特种兵	o o b-name i-name i-name
email@replay_all	我想全部答复	o o o o o o
cinemas@query	查询恒光电影院即将上映的电影	o o b-theatre i-theatre i-theatre i-theatre i-theatre o o o o o o o
health@query	乳腺炎。	b-keyword i-keyword i-keyword o
cookbook@query	请问红烧肉的做法？你，你。	o o b-dishname i-dishname i-dishname o o o o o o o o
email@send	发邮件	o o o
epg@query	国防军事频道2天后播捍卫者	b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o b-datetime_date i-datetime_date i-datetime_date o b-name i-name i-name
app@launch	打开搜狐微博	o o b-name i-name i-name i-name
message@send	发送短信给陈群	o o o o o b-name i-name
stock@query	查询洛阳钼业的股票	o o b-name i-name i-name i-name o o o
cookbook@query	夫妻肺片怎么做？	b-dishname i-dishname i-dishname i-dishname o o o o
train@query	请查询丰城到南昌的火车列车列车时刻表	o o o b-startloc_area i-startloc_area o b-endloc_city i-endloc_city o o o o o o o o o o
message@send	发信息给老婆说我不回家吃饭了	o o o o b-name i-name o b-content i-content i-content i-content i-content i-content i-content
